scenario_name,repeat_index,turn_limit,attachment_size_kb,expected_fact,iteration_kind,turn_index,session_id,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,tokens_in,tokens_out,cost_usd,latency_ms,cache_hit_kind,last_resolved_tier,provider,model,latency_budget_score,cost_budget_score,memory_drift_score,iteration_total_turns,iteration_total_tokens_in,iteration_total_tokens_out,iteration_total_cost_usd,iteration_total_latency_ms,iteration_wall_clock_ms
growing,3,20,0,CSV export,multi_turn,5,01KSHWE7M6891T2220R04PVDW4,51,0,10,0,0,1522,202,0.0003495,4366.73,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,role permissions,multi_turn,6,01KSHWE7M6891T2220R04PVDW4,52,0,12,0,0,1756,236,0.000405,4545.32,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,billing dashboard,multi_turn,7,01KSHWE7M6891T2220R04PVDW4,49,0,12,0,0,2019,211,0.00042945,4431.14,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,email alerts,multi_turn,8,01KSHWE7M6891T2220R04PVDW4,65,0,12,0,0,2060,236,0.0004506,5277.6,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,SLA 99.9,multi_turn,9,01KSHWE7M6891T2220R04PVDW4,57,0,12,0,0,2110,369,0.0005379,7539.32,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,launch in Q4,multi_turn,10,01KSHWE7M6891T2220R04PVDW4,54,0,12,0,0,2231,400,0.00057465,8016.61,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,data residency EU,multi_turn,11,01KSHWE7M6891T2220R04PVDW4,62,0,12,0,0,2420,380,0.000591,8111.31,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,mobile responsive,multi_turn,12,01KSHWE7M6891T2220R04PVDW4,57,0,12,0,0,2605,324,0.00058515,6665.85,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,SAML,multi_turn,13,01KSHWE7M6891T2220R04PVDW4,50,0,12,0,0,2694,354,0.0006165,8896.78,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,usage analytics,multi_turn,14,01KSHWE7M6891T2220R04PVDW4,48,0,12,0,0,2838,400,0.0006657,7945.02,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,webhooks,multi_turn,15,01KSHWE7M6891T2220R04PVDW4,44,0,12,0,0,2995,371,0.00067185,8821.76,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,bulk import,multi_turn,16,01KSHWE7M6891T2220R04PVDW4,44,0,12,0,0,2992,400,0.0006888,8115.23,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,approval workflow,multi_turn,17,01KSHWE7M6891T2220R04PVDW4,56,0,12,0,0,2991,400,0.00068865,9793.14,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,partner portal,multi_turn,18,01KSHWE7M6891T2220R04PVDW4,41,0,12,0,0,3008,400,0.0006912,10647.38,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,disaster recovery,multi_turn,19,01KSHWE7M6891T2220R04PVDW4,50,0,12,0,0,3080,400,0.000702,9002.79,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,44036,6294,0.0103818,138726.51,138980.06
growing,3,20,0,24x7 support,multi_turn,20,01KSHWE7M6891T2220R04PVDW4,45,0,12,0,0,3128,400,0.0007092,8002.04,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,0.0,20,44036,6294,0.0103818,138726.51,138980.06
pivot,1,1,0,Orion,multi_turn,1,01KSHWJFBEQYXCAGM4PKQJ62X0,62,0,2,0,0,529,195,0.00019635,4957.45,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,1,529,195,0.00019635,4957.45,4969.01
pivot,2,1,0,Orion,multi_turn,1,01KSHWJM6VM8Q3CZC5KHDSHA8V,62,0,2,0,0,529,157,0.00017355,3766.94,none,developer,openai,openai/gpt-4o-mini,1.0,1.0,1.0,1,529,157,0.00017355,3766.94,3777.63
pivot,3,1,0,Orion,multi_turn,1,01KSHWJQX09WVT4NCJNV2A1KMR,62,0,2,0,0,529,179,0.00018675,4197.64,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,1,529,179,0.00018675,4197.64,4208.69
pivot,1,3,0,Orion,multi_turn,1,01KSHWJW0M9X42FTRM1J1KYNGN,62,0,2,0,0,529,139,0.00016275,3335.17,none,developer,openai,openai/gpt-4o-mini,1.0,1.0,1.0,3,2183,494,0.00062385,16022.67,16055.25
pivot,1,3,0,React,multi_turn,2,01KSHWJW0M9X42FTRM1J1KYNGN,55,0,4,0,0,728,166,0.0002088,5974.61,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,3,2183,494,0.00062385,16022.67,16055.25
pivot,1,3,0,PostgreSQL,multi_turn,3,01KSHWJW0M9X42FTRM1J1KYNGN,37,0,6,0,0,926,189,0.0002523,6712.89,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,3,2183,494,0.00062385,16022.67,16055.25
pivot,2,3,0,Orion,multi_turn,1,01KSHWKBPE0JPSYK7YF7Z73979,62,0,2,0,0,529,197,0.00019755,3630.43,none,developer,openai,openai/gpt-4o-mini,1.0,1.0,1.0,3,2353,686,0.00076455,17929.88,17965.89
pivot,2,3,0,React,multi_turn,2,01KSHWKBPE0JPSYK7YF7Z73979,55,0,4,0,0,786,220,0.0002499,6623.68,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,3,2353,686,0.00076455,17929.88,17965.89
pivot,2,3,0,PostgreSQL,multi_turn,3,01KSHWKBPE0JPSYK7YF7Z73979,37,0,6,0,0,1038,269,0.0003171,7675.77,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,3,2353,686,0.00076455,17929.88,17965.89
pivot,3,3,0,Orion,multi_turn,1,01KSHWKX80BZSSAVDKK2BSY17P,62,0,2,0,0,529,179,0.00018675,3408.25,none,developer,openai,openai/gpt-4o-mini,1.0,1.0,1.0,3,2330,663,0.0007473,17574.89,17614.12
pivot,3,3,0,React,multi_turn,2,01KSHWKX80BZSSAVDKK2BSY17P,55,0,4,0,0,768,233,0.000255,6675.24,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,3,2330,663,0.0007473,17574.89,17614.12
pivot,3,3,0,PostgreSQL,multi_turn,3,01KSHWKX80BZSSAVDKK2BSY17P,37,0,6,0,0,1033,251,0.00030555,7491.4,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,3,2330,663,0.0007473,17574.89,17614.12
pivot,1,6,0,Orion,multi_turn,1,01KSHWMEEJB29E8P68PDCQ0Q1C,62,0,2,0,0,529,178,0.00018615,2788.42,none,developer,openai,openai/gpt-4o-mini,1.0,1.0,1.0,6,6941,1434,0.00190155,38474.24,38572.72
pivot,1,6,0,React,multi_turn,2,01KSHWMEEJB29E8P68PDCQ0Q1C,55,0,4,0,0,767,204,0.00023745,6057.36,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6941,1434,0.00190155,38474.24,38572.72
pivot,1,6,0,PostgreSQL,multi_turn,3,01KSHWMEEJB29E8P68PDCQ0Q1C,37,0,6,0,0,1003,228,0.00028725,6548.66,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6941,1434,0.00190155,38474.24,38572.72
pivot,1,6,0,Node.js,multi_turn,4,01KSHWMEEJB29E8P68PDCQ0Q1C,23,0,8,0,0,1257,245,0.00033555,6791.56,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6941,1434,0.00190155,38474.24,38572.72
pivot,1,6,0,Flutter,multi_turn,5,01KSHWMEEJB29E8P68PDCQ0Q1C,61,0,10,0,0,1537,273,0.00039435,8746.25,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6941,1434,0.00190155,38474.24,38572.72
pivot,1,6,0,mobile app,multi_turn,6,01KSHWMEEJB29E8P68PDCQ0Q1C,56,0,12,0,0,1848,306,0.0004608,7541.99,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6941,1434,0.00190155,38474.24,38572.72
pivot,2,6,0,Orion,multi_turn,1,01KSHWNM445G5TK4YV1N3PS284,62,0,2,0,0,529,149,0.00016875,3312.99,none,developer,openai,openai/gpt-4o-mini,1.0,1.0,1.0,6,6718,1353,0.0018195,36831.67,36915.87
pivot,2,6,0,React,multi_turn,2,01KSHWNM445G5TK4YV1N3PS284,55,0,4,0,0,738,189,0.0002241,6220.89,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6718,1353,0.0018195,36831.67,36915.87
pivot,2,6,0,PostgreSQL,multi_turn,3,01KSHWNM445G5TK4YV1N3PS284,37,0,6,0,0,959,234,0.00028425,6236.11,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6718,1353,0.0018195,36831.67,36915.87
pivot,2,6,0,Node.js,multi_turn,4,01KSHWNM445G5TK4YV1N3PS284,23,0,8,0,0,1219,240,0.00032685,6718.79,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6718,1353,0.0018195,36831.67,36915.87
pivot,2,6,0,Flutter,multi_turn,5,01KSHWNM445G5TK4YV1N3PS284,61,0,10,0,0,1494,247,0.0003723,7424.16,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6718,1353,0.0018195,36831.67,36915.87
pivot,2,6,0,mobile app,multi_turn,6,01KSHWNM445G5TK4YV1N3PS284,56,0,12,0,0,1779,294,0.00044325,6918.73,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6718,1353,0.0018195,36831.67,36915.87
pivot,3,6,0,Orion,multi_turn,1,01KSHWPR5WHBDDZWEF6WAXD9A6,62,0,2,0,0,529,169,0.00018075,2985.56,none,developer,openai,openai/gpt-4o-mini,1.0,1.0,1.0,6,6693,1264,0.00176235,34967.56,35054.06
pivot,3,6,0,React,multi_turn,2,01KSHWPR5WHBDDZWEF6WAXD9A6,55,0,4,0,0,758,192,0.0002289,5775.63,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6693,1264,0.00176235,34967.56,35054.06
pivot,3,6,0,PostgreSQL,multi_turn,3,01KSHWPR5WHBDDZWEF6WAXD9A6,37,0,6,0,0,982,211,0.0002739,5930.25,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6693,1264,0.00176235,34967.56,35054.06
pivot,3,6,0,Node.js,multi_turn,4,01KSHWPR5WHBDDZWEF6WAXD9A6,23,0,8,0,0,1219,217,0.00031305,6130.78,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6693,1264,0.00176235,34967.56,35054.06
pivot,3,6,0,Flutter,multi_turn,5,01KSHWPR5WHBDDZWEF6WAXD9A6,61,0,10,0,0,1471,225,0.00035565,6452.89,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6693,1264,0.00176235,34967.56,35054.06
pivot,3,6,0,mobile app,multi_turn,6,01KSHWPR5WHBDDZWEF6WAXD9A6,56,0,12,0,0,1734,250,0.0004101,7692.45,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,6,6693,1264,0.00176235,34967.56,35054.06
pivot,1,10,0,Orion,multi_turn,1,01KSHWQTDEG887P5W9QVPFD49W,62,0,2,0,0,529,194,0.00019575,3308.94,none,developer,openai,openai/gpt-4o-mini,1.0,1.0,1.0,10,16992,2991,0.0043434,74849.61,74991.35
pivot,1,10,0,React,multi_turn,2,01KSHWQTDEG887P5W9QVPFD49W,55,0,4,0,0,783,207,0.00024165,6018.47,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16992,2991,0.0043434,74849.61,74991.35
pivot,1,10,0,PostgreSQL,multi_turn,3,01KSHWQTDEG887P5W9QVPFD49W,37,0,6,0,0,1022,240,0.0002973,6343.31,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16992,2991,0.0043434,74849.61,74991.35
pivot,1,10,0,Node.js,multi_turn,4,01KSHWQTDEG887P5W9QVPFD49W,23,0,8,0,0,1288,258,0.000348,7483.01,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16992,2991,0.0043434,74849.61,74991.35
pivot,1,10,0,Flutter,multi_turn,5,01KSHWQTDEG887P5W9QVPFD49W,61,0,10,0,0,1581,286,0.00040875,10248.62,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16992,2991,0.0043434,74849.61,74991.35
pivot,1,10,0,mobile app,multi_turn,6,01KSHWQTDEG887P5W9QVPFD49W,56,0,12,0,0,1905,321,0.00047835,7724.46,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16992,2991,0.0043434,74849.61,74991.35
pivot,1,10,0,offline mode,multi_turn,7,01KSHWQTDEG887P5W9QVPFD49W,52,0,12,0,0,2251,330,0.00053565,7897.8,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16992,2991,0.0043434,74849.61,74991.35
pivot,1,10,0,push notifications,multi_turn,8,01KSHWQTDEG887P5W9QVPFD49W,47,0,12,0,0,2383,371,0.00058005,8169.21,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16992,2991,0.0043434,74849.61,74991.35
pivot,1,10,0,camera uploads,multi_turn,9,01KSHWQTDEG887P5W9QVPFD49W,51,0,12,0,0,2548,387,0.0006144,8871.73,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16992,2991,0.0043434,74849.61,74991.35
pivot,1,10,0,tablet-first,multi_turn,10,01KSHWQTDEG887P5W9QVPFD49W,46,0,12,0,0,2702,397,0.0006435,8784.06,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16992,2991,0.0043434,74849.61,74991.35
pivot,2,10,0,Orion,multi_turn,1,01KSHWT3N2NYF1RTBV6053QK0H,62,0,2,0,0,529,171,0.00018195,4677.27,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16789,2993,0.00431415,75367.66,75525.09
pivot,2,10,0,React,multi_turn,2,01KSHWT3N2NYF1RTBV6053QK0H,55,0,4,0,0,760,196,0.0002316,6410.6,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16789,2993,0.00431415,75367.66,75525.09
pivot,2,10,0,PostgreSQL,multi_turn,3,01KSHWT3N2NYF1RTBV6053QK0H,37,0,6,0,0,988,236,0.0002898,6412.86,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16789,2993,0.00431415,75367.66,75525.09
pivot,2,10,0,Node.js,multi_turn,4,01KSHWT3N2NYF1RTBV6053QK0H,23,0,8,0,0,1250,263,0.0003453,6672.67,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16789,2993,0.00431415,75367.66,75525.09
pivot,2,10,0,Flutter,multi_turn,5,01KSHWT3N2NYF1RTBV6053QK0H,61,0,10,0,0,1548,275,0.0003972,6425.94,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16789,2993,0.00431415,75367.66,75525.09
pivot,2,10,0,mobile app,multi_turn,6,01KSHWT3N2NYF1RTBV6053QK0H,56,0,12,0,0,1861,299,0.00045855,8767.09,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16789,2993,0.00431415,75367.66,75525.09
pivot,2,10,0,offline mode,multi_turn,7,01KSHWT3N2NYF1RTBV6053QK0H,52,0,12,0,0,2185,353,0.00053955,8760.64,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16789,2993,0.00431415,75367.66,75525.09
pivot,2,10,0,push notifications,multi_turn,8,01KSHWT3N2NYF1RTBV6053QK0H,47,0,12,0,0,2363,400,0.00059445,9847.22,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16789,2993,0.00431415,75367.66,75525.09
pivot,2,10,0,camera uploads,multi_turn,9,01KSHWT3N2NYF1RTBV6053QK0H,51,0,12,0,0,2568,400,0.0006252,8061.87,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16789,2993,0.00431415,75367.66,75525.09
pivot,2,10,0,tablet-first,multi_turn,10,01KSHWT3N2NYF1RTBV6053QK0H,46,0,12,0,0,2737,400,0.00065055,9331.5,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16789,2993,0.00431415,75367.66,75525.09
pivot,3,10,0,Orion,multi_turn,1,01KSHWWDDDTCHQ6KS4QNMCS87K,62,0,2,0,0,529,177,0.00018555,2942.51,none,developer,openai,openai/gpt-4o-mini,1.0,1.0,1.0,10,16637,2887,0.00422775,72551.62,72695.17
pivot,3,10,0,React,multi_turn,2,01KSHWWDDDTCHQ6KS4QNMCS87K,55,0,4,0,0,766,215,0.0002439,5913.57,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16637,2887,0.00422775,72551.62,72695.17
pivot,3,10,0,PostgreSQL,multi_turn,3,01KSHWWDDDTCHQ6KS4QNMCS87K,37,0,6,0,0,1013,242,0.00029715,6736.71,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16637,2887,0.00422775,72551.62,72695.17
pivot,3,10,0,Node.js,multi_turn,4,01KSHWWDDDTCHQ6KS4QNMCS87K,23,0,8,0,0,1281,259,0.00034755,7233.17,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16637,2887,0.00422775,72551.62,72695.17
pivot,3,10,0,Flutter,multi_turn,5,01KSHWWDDDTCHQ6KS4QNMCS87K,61,0,10,0,0,1575,266,0.00039585,8881.19,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16637,2887,0.00422775,72551.62,72695.17
pivot,3,10,0,mobile app,multi_turn,6,01KSHWWDDDTCHQ6KS4QNMCS87K,56,0,12,0,0,1879,295,0.00045885,7924.9,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16637,2887,0.00422775,72551.62,72695.17
pivot,3,10,0,offline mode,multi_turn,7,01KSHWWDDDTCHQ6KS4QNMCS87K,52,0,12,0,0,2199,311,0.00051645,7673.66,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16637,2887,0.00422775,72551.62,72695.17
pivot,3,10,0,push notifications,multi_turn,8,01KSHWWDDDTCHQ6KS4QNMCS87K,47,0,12,0,0,2329,345,0.00055635,7610.22,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16637,2887,0.00422775,72551.62,72695.17
pivot,3,10,0,camera uploads,multi_turn,9,01KSHWWDDDTCHQ6KS4QNMCS87K,51,0,12,0,0,2460,383,0.0005988,8136.15,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16637,2887,0.00422775,72551.62,72695.17
pivot,3,10,0,tablet-first,multi_turn,10,01KSHWWDDDTCHQ6KS4QNMCS87K,46,0,12,0,0,2606,394,0.0006273,9499.54,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,10,16637,2887,0.00422775,72551.62,72695.17
pivot,1,20,0,Orion,multi_turn,1,01KSHWYMD9Y3HZZ5KHZDBSYXN1,62,0,2,0,0,529,191,0.00019395,4873.79,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,React,multi_turn,2,01KSHWYMD9Y3HZZ5KHZDBSYXN1,55,0,4,0,0,780,232,0.0002562,6976.52,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,PostgreSQL,multi_turn,3,01KSHWYMD9Y3HZZ5KHZDBSYXN1,37,0,6,0,0,1044,275,0.0003216,7020.26,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,Node.js,multi_turn,4,01KSHWYMD9Y3HZZ5KHZDBSYXN1,23,0,8,0,0,1347,320,0.00039405,8218.98,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,Flutter,multi_turn,5,01KSHWYMD9Y3HZZ5KHZDBSYXN1,61,0,10,0,0,1700,334,0.0004554,8435.07,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,mobile app,multi_turn,6,01KSHWYMD9Y3HZZ5KHZDBSYXN1,56,0,12,0,0,2072,400,0.0005508,9167.63,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,offline mode,multi_turn,7,01KSHWYMD9Y3HZZ5KHZDBSYXN1,52,0,12,0,0,2497,400,0.00061455,9298.52,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,push notifications,multi_turn,8,01KSHWYMD9Y3HZZ5KHZDBSYXN1,47,0,12,0,0,2702,400,0.0006453,9483.7,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,camera uploads,multi_turn,9,01KSHWYMD9Y3HZZ5KHZDBSYXN1,51,0,12,0,0,2871,400,0.00067065,8749.92,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,tablet-first,multi_turn,10,01KSHWYMD9Y3HZZ5KHZDBSYXN1,46,0,12,0,0,3001,400,0.00069015,8004.42,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,field teams,multi_turn,11,01KSHWYMD9Y3HZZ5KHZDBSYXN1,49,0,12,0,0,3082,400,0.0007023,8812.79,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,route planning,multi_turn,12,01KSHWYMD9Y3HZZ5KHZDBSYXN1,42,0,12,0,0,3143,400,0.00071145,11789.48,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,signature capture,multi_turn,13,01KSHWYMD9Y3HZZ5KHZDBSYXN1,51,0,12,0,0,3143,400,0.00071145,10868.84,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,geo-fencing,multi_turn,14,01KSHWYMD9Y3HZZ5KHZDBSYXN1,48,0,12,0,0,3146,400,0.0007119,15232.52,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,device sync,multi_turn,15,01KSHWYMD9Y3HZZ5KHZDBSYXN1,44,0,12,0,0,3147,400,0.00071205,9111.84,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,warehouse mode,multi_turn,16,01KSHWYMD9Y3HZZ5KHZDBSYXN1,45,0,12,0,0,3143,400,0.00071145,9019.75,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,barcode scan,multi_turn,17,01KSHWYMD9Y3HZZ5KHZDBSYXN1,42,0,12,0,0,3141,400,0.00071115,10860.16,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,battery saving,multi_turn,18,01KSHWYMD9Y3HZZ5KHZDBSYXN1,50,0,12,0,0,3140,384,0.0007014,9296.14,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,release in pilot,multi_turn,19,01KSHWYMD9Y3HZZ5KHZDBSYXN1,52,0,12,0,0,3128,400,0.0007092,9569.27,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,1,20,0,Play Store,multi_turn,20,01KSHWYMD9Y3HZZ5KHZDBSYXN1,54,0,12,0,0,3143,400,0.00071145,8673.99,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,49899,7336,0.01188645,183463.59,183793.15
pivot,2,20,0,Orion,multi_turn,1,01KSHX47WZ7DQ1EG1FT6HJR18B,62,0,2,0,0,529,165,0.00017835,3058.41,none,developer,openai,openai/gpt-4o-mini,1.0,1.0,1.0,20,47151,6685,0.01108365,172593.97,172932.66
pivot,2,20,0,React,multi_turn,2,01KSHX47WZ7DQ1EG1FT6HJR18B,55,0,4,0,0,754,188,0.0002259,6038.0,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,47151,6685,0.01108365,172593.97,172932.66
pivot,2,20,0,PostgreSQL,multi_turn,3,01KSHX47WZ7DQ1EG1FT6HJR18B,37,0,6,0,0,974,235,0.0002871,7965.33,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,47151,6685,0.01108365,172593.97,172932.66
pivot,2,20,0,Node.js,multi_turn,4,01KSHX47WZ7DQ1EG1FT6HJR18B,23,0,8,0,0,1235,248,0.00033405,6564.44,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,47151,6685,0.01108365,172593.97,172932.66
pivot,2,20,0,Flutter,multi_turn,5,01KSHX47WZ7DQ1EG1FT6HJR18B,61,0,10,0,0,1518,265,0.0003867,8786.23,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,47151,6685,0.01108365,172593.97,172932.66
pivot,2,20,0,mobile app,multi_turn,6,01KSHX47WZ7DQ1EG1FT6HJR18B,56,0,12,0,0,1821,297,0.00045135,9089.02,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,47151,6685,0.01108365,172593.97,172932.66
pivot,2,20,0,offline mode,multi_turn,7,01KSHX47WZ7DQ1EG1FT6HJR18B,52,0,12,0,0,2143,350,0.00053145,9137.07,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,47151,6685,0.01108365,172593.97,172932.66
pivot,2,20,0,push notifications,multi_turn,8,01KSHX47WZ7DQ1EG1FT6HJR18B,47,0,12,0,0,2324,364,0.000567,8425.2,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,47151,6685,0.01108365,172593.97,172932.66
pivot,2,20,0,camera uploads,multi_turn,9,01KSHX47WZ7DQ1EG1FT6HJR18B,51,0,12,0,0,2501,386,0.00060675,15700.85,none,developer,openai,openai/gpt-4o-mini,0.0,1.0,1.0,20,47151,6685,0.01108365,172593.97,172932.66
